"Column 1","Column 2"
1360,371.091605964054
1292,179.44683787853
1402,217.335833699027
1376,303.703884150213
1272,-52.0528136499302
1197,17.817232615289
1185,-38.7820599361246
1136,-2.75651473413297
1094,-104.767382259537
1010,-21.1916799349865
1011,-170.723167992637
1066,-370.169271139374
1052,-137.901363427423
1144,-38.9120467873915
1333,109.010590720608
1351,136.065092672783
1233,-131.855632596818
1179,52.9763359908577
1236,-75.955710009498
1286,133.892739497444
1371,84.3443294833091
1310,-7.2986234482951
1292,9.10814838096842
1383,136.33580812525
1581,171.29510253092
1776,595.017905153441
1640,531.397387675486
1313,235.584915031883
965,-351.584614517618
913,-178.817722922041
1080,-144.973343136436
1044,-0.546634345039536
988,-272.775218112185
889,-354.176326377139
831,-414.142822317575
847,-353.599610720564
927,-380.005421364687
1091,62.9139234854394
1587,384.489115562151
1545,326.611941019962
1350,69.4038224955062
1263,59.6876593823988
1206,262.312985814542
1252,-44.1212848075838
1287,146.925994117414
1353,113.025494314112
1309,85.9776572106635
1274,-45.6433576966447
1510,288.571326979243
1525,275.143388784053
1843,745.909938181605
1598,419.150443296545
1484,416.795550063398
1677,318.175824413477
1280,137.780030659596
1196,164.02979078255
1184,-157.813373232835
1172,16.9438796592979
1147,-215.582277659217
978,-262.827508155778
1100,-229.923359239448
1112,-83.7517740883159
1336,184.808548092512
1408,-31.7266596738774
1447,-46.7361715271826
1542,250.848822718899
1451,259.682270241203
1328,192.29778171844
1207,-96.0146209153747
1240,28.7997977687833
1306,127.036022155505
1326,81.2198431400956
1473,299.028831820081
1609,460.492083255021
1611,415.064614953403
1621,266.211883889639
1444,325.245803259281
1418,261.276586490053
1534,258.969728169821
1484,244.581980146124
1367,260.526911620046
1344,200.476589642723
1130,58.5681959021531
1062,-232.824338430105
1076,-149.820619986071
1028,-192.494122313806
1155,-42.3273248958144
1235,13.7979542877323
1332,-88.9558255666189
1445,441.986092211758
1416,-42.2567245005797
1281,189.672695574266
1207,66.1207967382852
1258,186.237592453346
1458,72.8733943592254
1438,242.975012868402
1478,322.157854963616
1808,691.102789092031
1898,928.191998201016
1560,456.755163852532
1324,32.2709154271398
1349,108.384143712969
1239,-22.2674852094843
1239,-65.5703695967484
1224,15.7610036096169
1078,-19.6379937572845
1078,-98.3820763217345
1075,-118.02716374767
1157,7.05473948533798
1314,41.5703504930964
1797,661.818187473849
1961,612.209567271922
1771,560.2458307119
1564,128.180832110758
1430,310.685203422021
1417,320.503175991265
1400,366.085612183562
1317,72.9489191951753
1318,125.724235009635
1445,291.446238573184
1917,725.826574848574
2040,668.163636549989
1895,798.308232995534
1595,347.243795873624
1439,183.746421548992
1142,35.2357898095882
1304,20.9359617402761
1074,-22.7373773257968
968,-247.425914868177
929,-353.876489582648
941,-316.835358763938
937,-261.845250077897
1017,-64.9006826471685
1171,-73.2331378012627
1541,355.170746411362
1539,379.836250259493
1735,581.817110471422
1571,406.15251851251
1452,149.522463460309
1579,506.459753788413
1466,388.784221228777
1280,159.637767614222
1407,297.295433976501
1389,232.804114012223
1447,396.948296787831
1551,329.727056684206
1474,417.885368302641
1800,474.335010548046
1379,136.02461483287
1201,-105.454384558829
1205,-119.783442752457
1072,-164.750401063339
998,-131.977120178329
933,-278.86278785311
883,-272.901386100664
869,-374.959287975024
891,-199.70293514613
1173,11.281015483279
1587,402.935892202992
1852,640.960454135603
1522,358.873975929653
1438,176.309220696123
1393,231.14859892211
1452,266.036346307655
1389,242.324060523197
1207,17.1397939476928
1365,273.569837965531
1247,111.489136703969
1557,490.942233422785
1973,827.092205809328
1975,865.248769816507
1795,642.781539511851
1444,187.303979953727
1488,84.6236820920388
1371,87.3708940241693
1161,28.9668649222956
1064,-140.206604156609
970,-363.396336350177
954,-273.713711928395
931,-81.8641366072035
938,-225.187387755981
1166,108.982193363533
1643,523.328464280409
1934,789.568978646649
1617,497.773640437337
1473,361.975699750478
1379,173.456908350907
1385,254.70215634698
1379,262.37787073762
1322,142.940669482762
1496,286.12379937567
1409,307.925820203344
1513,322.653737079073
1667,658.607148441012
1667,453.59111686304
1430,153.335759232827
1333,239.40531144677
1262,90.4593479165831
1287,110.280492447974
1134,-26.8012807155999
999,-261.11639176934
961,-117.610686824475
934,-41.138705651864
913,-14.9851185623439
969,-100.121912984922
1182,143.510504089884
1740,553.02851152192
1819,732.934776347164
1427,189.289624126487
1390,325.47752672021
1283,96.0763558710193
1304,252.008390808342
1364,87.8963799290151
1410,207.345520870878
1476,321.531973365199
1522,424.8513508362
1442,269.246689930646
1469,194.064638175006
1467,302.843498003367
1421,190.459094727679
1175,-144.711646903223
1215,70.0430828170486
1127,-27.5411341474075
1090,-124.885141120941
1017,24.2824257461541
997,-330.690222686509
945,-289.39897135862
956,-183.03202777792
966,-85.4167979641408
1064,-94.9569799061469
1300,13.7352573831098
1348,177.315918167304
1425,285.01857525417
1474,243.188347199096
1490,212.856571521467
1495,161.413129439056
1376,141.424823722786
1305,44.8164232842202
1283,77.4724764357441
1392,339.729875223017
1452,358.561899771884
1633,314.204270370722
1625,483.926713792403
1535,333.934778201612
1323,142.692969201706
1309,-14.6348311279047
1456,289.099265219052
1300,107.609563441992
1203,11.9809064514543
1195,22.7169423545753
1117,-216.787112464414
1062,52.4673658218735
947,-349.53480404835
1065,-36.664604057785
1155,17.4839744302373
1220,74.2396279080466
1301,242.105701150021
1279,98.901111218181
1267,-59.2387017070415
1239,38.8942593722425
1128,104.17215249865
1243,-66.3671415787718
1208,-3.05052088203941
1306,5.35752244695013
1546,361.662255838093
1501,320.004560675793
1605,422.024993965231
1316,288.320666147833
1195,-58.4376154879067
1211,-123.124980180808
1161,-12.7834250898756
1095,-148.500956189289
897,-387.170676826096
842,-448.502495577739
854,-391.926793196747
845,-117.142193346101
942,-231.985313604544
1090,-142.932730470374
1514,35.4534840344508
1379,126.411416777767
1074,-255.80053958905
1090,-226.697837792645
1110,-184.580496783305
1102,-19.5146344751608
1100,-93.8946118121438
1094,-42.3253001388984
1076,-187.144215650458
1152,60.1744610047964
1407,-10.2672052134762
1438,351.534141571007
1425,215.548320226362
1279,55.1189732714738
1132,-24.842119550511
1006,-191.367640353282
982,-298.629664795303
969,-215.427359418017
941,-117.801058817905
892,-346.278785743951
855,-194.900612092584
834,-399.358600194107
909,-304.175987376043
1061,-388.045837866285
1441,64.5674410303398
1498,391.569440409128
1343,189.620213548918
1308,14.9271801671268
1209,97.1400734532331
1310,259.978189407021
1171,0.408325174996254
1112,-102.762390195317
1132,-211.370093266331
1225,-46.1039171535144
1065,-102.135037420621
1236,93.458411241105
1309,-18.9603909340448
1089,-153.577050683008
1000,-190.421108658081
1041,-59.2701661577238
1045,-114.938242918485
997,-148.547171965659
948,-246.946715311073
878,-624.7754565839
908,-384.245157949092
892,-56.994695172187
954,-163.921533811015
1045,-240.105503572422
1383,320.765751326176
1597,426.884273399941
1318,22.674603570332
1138,-102.458900822886
1098,-55.0492587584003
1118,-83.894469785883
1170,71.0812351566553
1112,-11.5756026017029
1390,105.631907118472
1353,166.751324347166
1260,49.2113528054321
1501,427.640173081853
1273,117.268981439979
1179,86.0755671580435
1047,-289.47418619259
973,-131.951746165482
997,-284.907394083586
970,-153.334815667322
902,-403.073586540653
921,-189.273429487211
858,-295.600252054181
878,-251.3392987557
893,-452.889701048217
1038,-314.89372026489
1320,108.376493480822
1353,142.954857416275
1133,-19.3182450219022
1066,-84.6574960880902
1027,-58.2526356804994
1106,-64.5305561481752
1038,-286.689847025753
1084,-313.46028734803
1105,-41.2986542896577
1102,-188.058352262912
1240,-4.88363418840273
1443,211.743161726718
1389,277.510160886243
1183,-55.1971402551033
1014,-162.843492235104
979,-253.994949782239
1048,-78.9138534233556
1024,-178.868243275961
974,-178.122589180294
862,-413.065740223443
925,-358.674836993413
952,-211.979332563919
1005,-317.790005558288
1122,-18.6257612438837
1351,157.845932397553
1408,201.848071220716
1304,82.7870957083177
1207,-65.1900157681872
1099,70.4460799662311
1106,-130.960029317368
1009,-269.549301559524
962,-62.5987056447279
1093,-179.804036654713
1180,17.3254605324154
1168,-55.7592265737523
1168,-225.953599777446
1140,74.5502959880829
1001,-185.903015949005
953,-309.316842905322
972,-486.866257808448
1021,-180.46749285971
940,-454.957730670185
1046,-132.711983498352
1026,-138.798687828687
983,-207.096606691438
915,-436.606050229566
935,-259.226392918844
976,-171.62866925827
1124,-93.8582844781681
1163,112.164372579499
1167,-47.6284225933173
1121,52.0453885401849
1071,-167.52349030666
1065,-249.14154956008
1157,-59.6744370688474
1046,-153.232293168739
1147,-49.0541453034355
1119,-61.3665168909431
1210,94.8194030608164
1306,170.429909500915
1258,-46.0479992450958
1148,176.968012475054
1108,-90.8522124916886
1231,61.3572051956661
1293,196.932047986113
1274,75.3257643902424
1135,-69.4062496316281
1151,-38.764769524266
1010,-297.521061113367
870,-433.965360366392
983,-280.539223220028
995,-126.469298600698
1024,-125.501340064248
1163,80.7934914037819
1218,98.5107531815585
1210,52.1209761065131
1114,-140.826657310122
995,-73.2472319684217
927,-395.156739034161
1002,-73.0653315664689
987,-95.227948215453
993,-77.9387951677245
1012,-173.661062320878
1114,-195.82188713768
1093,6.36674772374468
968,-193.148885933628
960,-317.452707703962
942,61.9378569453466
888,-155.998402649254
818,-421.121240797931
840,-575.468558210258
894,-491.194104795945
864,-319.334506621005
898,-139.177204288783
946,3.53105203782309
1309,175.691837772111
1326,128.451953433146
966,-255.953934852496
975,-126.331919725763
988,-372.92050641234
971,-141.776898734273
1010,-193.8327772857
984,-197.454882188662
962,-230.777011487933
1012,-209.112706578149
1058,-35.2713803273137
1173,56.8765514011959
1127,-116.907076681606
1020,-155.742245515849
949,-308.650102481571
930,-339.326855586108
900,-147.385177960952
899,-325.928196358828
866,-388.594214099015
900,-369.231128502029
949,-122.380302517037
897,-387.326517489086
956,-297.221679011837
1054,-67.5343610802257
1343,361.787297550153
1584,637.11465450673
1556,439.432174829061
1565,514.296763259687
1429,332.082250015216
1419,244.563808316562
1373,256.695944216361
1185,111.521877130793
1122,-165.920414960552
1085,-252.757419039839
1249,-151.60870737856
1236,182.36805088435
1334,189.723013709002
1264,-112.939243582079
1073,-201.026700368902
1053,-84.1680095223789
1098,35.1707380775947
1029,13.830265356879
973,-247.670899284423
972,-285.728595129061
832,-357.980090148205
851,-316.538742490651
909,-200.428212722717
1038,-152.309804822046
1636,584.455579722375
1580,284.880668902107
1262,71.2065176023875
1197,139.481003111518
1277,1.18791523400211
1430,184.455960976289
1242,-118.660285465955
1349,33.2027506739922
1390,225.935882756519
1224,223.515366148183
1253,-20.3666183779689
1312,32.7651238646783
1254,-120.799416718311
1198,151.149249790352
1060,-63.7310104437591
1050,-82.986258325348
1029,-154.756263940199
1143,-44.6455535544631
1044,-246.180963176172
1034,63.0020342849
956,-212.608890179841
909,-238.539031546729
996,-217.671725064335
1154,-2.49710645667055
1510,261.69788111583
1722,483.76002742529
1512,384.209724808504
1258,-95.2756542300648
1094,-15.4634721937788
1129,-275.615494782215
1125,10.054797585669
1308,128.047358373183
1529,258.446607864497
1592,542.866330899606
1536,349.656694944434
1192,-107.753226192769
1186,-110.141596925659
1203,14.0429882868802
1139,-20.847612316832
1072,-143.965332889142
954,-375.904692755426
951,-217.631931053883
926,-395.885932324371
968,-370.267663869296
1067,-296.067277992453
1386,213.292770605162
1474,220.088201487665
1569,508.990017207559
1375,236.353031986475
1328,117.938877595005
1341,230.575652053997
1297,233.795409378582
1303,140.452127166393
1281,236.069421255363
1248,197.222188018094
1382,246.6472720743
1491,461.001177940745
1620,482.550690097557
1693,496.200868554428
1374,181.772060492095
1287,294.201832079607
1408,268.242245850991
1254,10.1570361260227
1141,-38.6448679551671
1141,-88.3164378876408
1042,-257.260281647939
986,-96.6065003524292
1005,-330.198216458646
1041,-297.61034406211
1272,51.8365984834321
1436,298.239979627444
1472,121.889620444595
1418,188.682239780959
1410,342.261314878104
1438,130.626103688204
1278,1.38847480425437
1257,5.91623921244638
1331,163.67436273361
1361,86.861210627698
1398,180.254825662463
1483,492.141921008765
1697,419.592859966044
1459,421.613780525375
1268,-114.693948643486
1469,357.441788487857
1316,324.0687058632
1224,49.8310213631554
1215,81.5925315633061
1115,27.5207464487791
1124,56.3842608511524
1028,-285.791293324583
1010,-157.093915959608
1074,-190.127852547622
1034,-142.863828697074
1130,38.9953667441106
1275,153.545483426349
1324,180.829028142556
1268,-47.3219564921953
1272,-5.18058998184061
1160,52.723193774682
1136,76.7834626950562
1296,318.549476673798
1345,196.248381372092
1296,81.0935278503556
1258,1.656335602121
1420,409.085358505051
1366,147.116343639842
1113,-162.282290125393
1196,-4.24397445609679
1188,23.5367754572169
1102,-156.057352382085
969,-297.912499085766
983,-156.449545663669
876,-353.910478553077
884,-243.06298743058
1024,-86.3327203620673
1126,-188.416594105964
1415,-0.567284804364448
1631,655.152369575967
1499,231.019821536779
1461,357.697323057304
1430,216.527114405655
1498,512.265806750313
1454,102.984182229199
1402,166.107094933382
1327,-82.2544035581864
1273,177.960075704418
1457,260.896278833458
1543,263.386637151822
1499,406.435411097783
1378,25.2673836804478
1243,-158.2687994386
1196,28.0229796485368
1137,-61.5818503692915
1015,-292.784868965629
978,-61.5111635891416
933,-308.880189379322
927,-206.32994252394
908,-39.5965955746153
980,-270.073285914774
1236,-75.0739766231717
1664,420.7344124711
1757,624.308712674535
1524,275.115234959769
1329,-58.8933832733508
1167,122.839943364325
1369,186.460539075496
1284,174.968222052315
1221,-71.7958862141169
1096,-121.66436000734
1143,-40.6736370041537
1251,33.040178814836
1268,38.5493894359973
1314,91.2883940210392
1315,206.843708367373
1095,-144.782969458348
1027,-216.252372372589
1012,-180.949844482576
948,-320.529476104716
889,-155.968582901901
830,-257.265088614442
801,-317.034110496886
804,-330.751559285329
824,-509.463923512049
1000,-339.692957119353
1307,96.04290945164
1286,178.082157447406
1150,31.5614643634194
1087,-218.881454256804
1016,-223.12189302751
1029,-288.666505081713
1109,55.550099037988
997,-225.67628484229
1177,-81.7997841840711
1045,-195.01832207937
1171,-73.1226078636202
1221,89.6695639081154
1262,112.865865484774
1207,4.4931404119698
956,-249.260095292692
1020,-99.146713869313
1107,-35.8427012554469
1020,-243.424988902288
1051,-229.684838407502
965,-255.937347792943
890,-391.470089718373
823,-241.839311718204
869,-283.540115396022
939,-366.642551476411
1274,68.1037963769785
1512,163.017933774448
1435,217.2995581415
1207,16.570196751444
1223,138.956930193105
1121,-165.772988761291
1176,-14.6418585542801
1144,-148.653414920473
1136,98.6694403799881
1085,45.516696791765
1297,4.57290061213413
1408,465.296023575735
1618,374.187290406308
1319,58.304034379914
1045,-95.2367006691827
1058,-87.4787934846079
1176,15.0503160820398
1047,-248.554864517011
1116,-97.0415951923502
1074,-30.2756633951376
922,-276.585223250913
898,-326.55728109112
970,-221.633747220038
1073,-84.3297407972256
1081,-14.209764448366
1159,-22.7694750965951
1112,-137.108806313169
1112,-162.779470480916
1063,-93.7763208286871
1032,-41.9088928137807
936,-286.091363401679
883,-106.012692841079
942,-398.659917386883
943,-231.898686956546
1007,-241.827505447585
1037,-194.701404014159
1127,-179.075892595951
1123,217.561583843913
1110,-227.306924087553
1247,72.3828155072111
1220,-146.67462077398
1028,-271.448599620955
978,-255.329641558136
949,-135.574944810071
910,-335.119859714913
863,-438.109221252276
836,-382.113109043615
856,-372.807747002207
888,-337.269096141727
912,-290.079739178057
938,-377.497532583892
1053,-242.448774794373
1087,-213.875385996324
1153,-214.758186418887
894,-191.547085524834
797,-388.541834753885
854,-472.413587522038
892,-238.780124937109
935,-135.403045643741
989,-331.197542856671
1063,-286.000482702767
922,-280.443629120796
925,-135.40416331145
924,-336.437701652991
914,-274.871827737093
840,-308.005548646682
799,-479.596662460143
856,-364.440871731198
830,-215.511561898693
753,-443.488281946712
785,-533.360414879007
835,-330.770215816276
865,-429.824453131215
922,-217.067957670073
975,-192.306453788985
1040,-89.4734784336167
1115,-249.047654460074
1004,-346.715115963459
895,-240.913459099083
917,-226.022656234173
1025,-103.520255452468
1035,-239.784409655747
1025,-258.180806139328
1040,-176.77171883273
1070,-181.026350483993
964,-400.275479161704
904,-254.319241065225
913,-302.653431378134
914,-166.810535702539
893,-372.407506286363
844,-269.387122156285
837,-437.303852867429
868,-471.509302074876
825,-472.702226929808
956,-172.383573033283
1124,-234.827879580448
1496,166.663700668048
1452,151.369250681385
1172,31.9461162782245
1020,-143.455767787367
1044,-149.910906946317
1020,-295.073649921115
1009,-259.759244411789
1073,-71.9609777837518
1098,-37.3177053503258
1061,-255.038853118055
1289,86.573579623331
1442,284.984243608525
1479,302.267417754487
1266,182.066291820577
1149,3.21487339127471
1168,89.9941129905789
1079,-200.737039867821
1047,-106.407787083437
936,-201.411646995697
900,-467.113567520213
839,-382.82638149897
840,-319.172771963806
905,-244.177603630165
1079,117.572756204236
1417,417.696399449565
1529,299.310335195664
1397,284.031095057122
1214,83.0542012521089
1109,-46.6643032680115
1122,-44.7590494008373
1094,-186.430658745936
1164,-175.888040653162
1188,-0.756759439660943
1098,-20.2925592870056
1180,-89.4787719436496
1195,-44.9527991939459
1234,105.628685533741
1425,183.764620752619
1320,54.1472187669809
1158,11.0661049903229
1060,-89.2582456679356
1036,-119.542336689998
943,-340.713087577118
899,-413.900691350958
889,-401.240606146002
847,-291.464023135619
918,-363.844078390863
1105,-125.541673284285
1491,288.75852273894
1508,332.19270709463
1489,352.442878633139
1451,318.900199310741
1454,354.182386656411
1392,288.905769987606
1351,248.219332676103
1418,236.501276253383
1303,208.472652221624
1292,-33.2969865561532
1560,286.446376855969
1765,588.377885764065
1875,629.581479548791
1746,473.131415736016
1607,480.296400643605
1277,-35.3096590271109
1207,-50.1415128090162
1209,88.3055863684937
1189,-24.0299936307747
1132,-111.757323051872
974,-168.670132801237
1033,-104.060023207466
1075,69.9279331857143
1242,50.6066669969414
1657,546.440122099242
1406,174.654674177254
1150,-210.089350031932
1184,-2.29160360220185
1223,129.859429419578
1196,-14.3419246616559
1559,447.91568009623
1544,371.28357781366
1485,205.156144218024
1498,236.249506591933
1593,493.125299023322
1529,318.333100512316
1689,473.439699672404
1535,460.05655477313
1304,213.708023356686
1235,-2.90895437008594
1281,144.56544307923
1167,-8.2419777461773
1134,198.757320158944
1100,-224.807286279805
1057,-92.3420782288699
902,-212.681216797309
982,-243.839208062126
997,-256.92006089996
1141,-129.342487343149
1163,-188.96119185693
1107,-71.2535341585298
1228,-81.9194240629629
1033,-110.736498973053
984,-105.309891490307
1066,-102.785934952815
926,-213.360433290281
979,-314.317579199113
993,-117.956061831297
970,-405.276705336552
997,-237.235818403392
1097,-19.3148854189368
1105,-41.2321858629105
993,-210.818023381387
1136,-95.1263278155359
1297,87.650545557712
1110,-84.0914926366618
1027,-189.389170160031
1024,-183.06555683854
992,-266.173052649827
929,-206.874098214537
892,-368.483072808045
895,-260.434923874494
915,-155.986617387439
947,-313.316005362478
1032,-219.403432834428
1219,327.543178025961
1217,-113.251547152029
1097,-113.183533875322
938,-333.500206533165
944,-236.938548910223
1139,-35.5910321774504
1163,-40.5212631986588
1157,14.2925751971557
1154,-190.71427259755
1342,147.563506403747
1178,48.571300974031
1152,-21.425348476822
1078,-75.7196730057695
1167,-23.1968270038238
1111,91.5760014832152
988,-17.5683537422079
917,-296.231557000583
850,-354.767785562606
885,-146.244321977642
888,-230.704009087364
1101,-97.4134321382382
1399,199.870531697567
1325,224.14873583538
1058,-133.663447997187
990,-264.756987360973
1018,-176.99265373094
1105,-118.055773541839
1194,-41.5685811931087
1088,-243.240156992861
1084,-72.4582590869866
1207,-28.1807020862572
1186,161.898651120687
1053,-37.5406560327188
1032,-26.5968888415141
989,-85.5739915949106
930,-251.838906194926
951,-109.074128942459
985,-135.181860686416
937,-312.000792220082
887,-287.159092606298
806,-289.205317588295
771,-386.514171892955
802,-412.192568735011
878,-340.663506107615
1070,-79.0583064777593
1430,82.3915435107248
1565,272.272315648139
1365,29.895169737089
1348,66.6507310667328
1311,103.857391216546
1302,76.2208359048892
1250,266.553789085233
1083,-171.994679069311
1005,-327.100711763838
1129,-119.971458578921
1327,206.870453045497
1428,359.887268723922
1426,334.90582771478
1310,242.016799377936
1114,23.7781192152121
991,-254.703486973574
1089,-204.934099305758
911,-249.497399374811
1005,-107.937221368145
863,-283.543942189223
857,-309.25586093096
804,-495.413422704058
871,-349.153670457235
1035,-236.827499595324
1513,294.174849214836
1726,611.627923204498
1396,220.039663863747
1333,71.766471672478
1161,-131.039003948784
1081,-180.639224755167
1075,6.50297322084029
1055,-107.750076842123
1053,-120.151533560143
1087,-219.069804128877
1304,65.4860501812414
1625,403.084778123463
1649,415.798709716777
1443,414.923314666503
1209,46.7678624017377
1105,-116.670509189048
1020,-182.610852796585
991,-169.029229526522
937,-360.125879950262
882,-284.300991071841
843,-368.329440281516
819,-474.938834925612
834,-90.8937443817328
977,-72.2926714032573
1234,-55.6383654946405
1403,131.478388440756
1538,438.726706680899
1343,192.504937515002
1243,-10.4135351766564
1201,153.713388790481
1121,50.0135601699696
1087,-310.502785989986
1165,52.1787921466083
1224,-64.6018385407785
1431,327.112193371355
1433,182.35210173144
1527,216.223796277656
1387,315.234586807527
1158,-109.685450825652
1009,-326.844109888166
1026,-305.671067996194
1119,-69.7493710894383
1000,-209.061715294244
866,-322.445370744112
848,-193.021096731294
844,-587.887801338504
852,-181.97682553066
923,-386.951082087022
1490,229.464275664951
1662,574.651525420467
1553,331.297193084302
1423,315.88309902584
1458,131.975626856843
1349,30.9433093522373
1326,115.603780770498
1356,152.496183452239
1460,124.380523770063
1497,394.258190067655
1645,350.945258433707
1557,173.419877564659
1747,641.565034485718
1482,345.610874536866
1211,-3.19908479757505
1294,142.540669759373
1300,117.229174322589
1402,339.979031658279
1349,207.89821454234
1161,-90.6406778895062
1022,-265.164226465447
948,-271.950370883737
933,-320.13852823326
1021,110.521752393738
1134,-126.913540967635
1311,96.4178160852077
1409,174.698710023343
1301,141.875174875818
1354,139.058534902166
1391,79.673624825011
1200,-13.811725540833
1338,160.618944534242
1223,56.9202738977476
1278,-143.608679302864
